machine,model,checkpoint_role,train_precision,eval_precision,shape,num_examples,n_seeds,accuracy_mean,accuracy_population_std
3090,flash,best,fp16,fp32,256x64,1000,3,0.99846875,0.00018879759333737027
3090,flash,best,fp16,fp32,4096x1024,500,3,0.4224010416666667,0.02255861496286279
3090,flash,best,fp16,fp32,512x128,1000,3,0.9957083333333333,0.0004955996692069521
3090,flash,best,fp16,fp32,512x64,1000,3,0.9945208333333334,0.00017921510973004575
3090,flash,best,fp16,fp32,64x16,1000,3,0.9999583333333334,2.946278254942315e-05
3090,flash,best,fp16,fp32,64x4,1000,3,1.0,0.0
3090,flash,best,fp16,fp32,64x8,1000,3,1.0,0.0
3090,flash,best,fp16,fp32,8190x2047,500,3,0.13849861360092958,0.009309587451413665
3090,flash,best,fp16,fp32,8190x512,500,3,0.6673880208333334,0.021027258806810802
3090,flash,best,fp32,bf16,1024x256,500,3,0.9498125,0.030548486077506418
3090,flash,best,fp32,bf16,1024x256,1000,3,0.9496770833333333,0.030184434073823378
3090,flash,best,fp32,bf16,128x32,1000,3,0.9969583333333333,0.0009663388452757337
3090,flash,best,fp32,bf16,2048x512,500,3,0.7530638020833333,0.08883943891030241
3090,flash,best,fp32,bf16,256x64,1000,3,0.9979479166666667,0.0009879097690606911
3090,flash,best,fp32,bf16,4096x1024,500,3,0.387591796875,0.08924524568491045
3090,flash,best,fp32,bf16,512x128,1000,3,0.9930651041666667,0.005006003611376862
3090,flash,best,fp32,bf16,512x64,1000,3,0.99371875,0.0010800481036741002
3090,flash,best,fp32,bf16,64x16,1000,3,1.0,0.0
3090,flash,best,fp32,bf16,64x4,1000,3,0.9999166666666667,0.00011785113019774494
3090,flash,best,fp32,bf16,64x8,1000,3,1.0,0.0
3090,flash,best,fp32,bf16,8190x2047,500,3,0.12686240153511366,0.03730469925846589
3090,flash,best,fp32,bf16,8190x512,500,3,0.624375,0.08780781793567702
3090,flash,best,fp32,fp16,1024x256,500,3,0.9501536458333334,0.030867549242621466
3090,flash,best,fp32,fp16,1024x256,1000,3,0.9499934895833333,0.03027735430531184
3090,flash,best,fp32,fp16,128x32,1000,3,0.99690625,0.0009440741716976892
3090,flash,best,fp32,fp16,2048x512,500,3,0.7542552083333334,0.08895263442070182
3090,flash,best,fp32,fp16,256x64,1000,3,0.9979322916666666,0.0010115167980013356
3090,flash,best,fp32,fp16,4096x1024,500,3,0.38896549479166664,0.08962004875624646
3090,flash,best,fp32,fp16,512x128,1000,3,0.9930807291666667,0.0050397441130305655
3090,flash,best,fp32,fp16,512x64,1000,3,0.9937552083333333,0.0010626021192755271
3090,flash,best,fp32,fp16,64x16,1000,3,1.0,0.0
3090,flash,best,fp32,fp16,64x4,1000,3,0.9999166666666667,0.00011785113019774494
3090,flash,best,fp32,fp16,64x8,1000,3,1.0,0.0
3090,flash,best,fp32,fp16,8190x2047,500,3,0.12770526092251142,0.037593067652537
3090,flash,best,fp32,fp16,8190x512,500,3,0.62604296875,0.08840951895577866
3090,flash,best,fp32,fp32,1024x256,500,3,0.9501354166666667,0.03094444717172837
3090,flash,best,fp32,fp32,1024x256,1000,3,0.9499609375,0.030235922488121337
3090,flash,best,fp32,fp32,128x32,1000,3,0.996875,0.0009440741716976892
3090,flash,best,fp32,fp32,2048x512,500,3,0.7543138020833333,0.08891830188280826
3090,flash,best,fp32,fp32,256x64,1000,3,0.9979322916666666,0.0010216036634325596
3090,flash,best,fp32,fp32,4096x1024,500,3,0.38889778645833334,0.08948797038315054
